230.22360,230.22169,230.22459,0.81816,0.00355,0.00273,365.81724,
138.38817,775.85380,828.16151,695.04793,5.02245,4.79905,0.20837,
98.83812,246.04164,246.07834,147.32707,1.49059,1.48952,0.67136,
142.71503,512.49115,746.34085,628.92112,4.40683,3.46999,0.28818,
168.56885,290.90882,429.95539,310.30099,1.84080,1.06057,0.94289,
171.65993,703.13995,840.52738,684.82961,3.98946,3.53424,0.28295,
169.54020,415.70104,659.52995,535.66351,3.15951,2.07910,0.48098,
124.23503,247.59459,291.65270,188.56415,1.51780,1.10508,0.90491,
108.72435,244.07534,285.29126,195.08305,1.79429,1.33462,0.74928,
202.80963,686.68022,851.54210,670.93969,3.30822,2.84617,0.35135,
175.90667,543.42466,686.14636,533.51067,3.03292,2.51132,0.39820,
157.22425,966.79229,971.25849,814.59783,5.18112,5.16438,0.19363,
148.67413,384.55472,487.66803,362.52097,2.43836,1.90917,0.52379,
171.33008,606.61847,815.56154,672.39187,3.92454,3.13362,0.31912,
110.90256,265.61848,315.93507,224.47057,2.02403,1.51135,0.66166,
133.37908,231.01696,541.76577,487.40598,3.65429,1.08032,0.92565,
184.33605,280.01246,636.51466,540.25603,2.93082,1.17133,0.85373,
134.39626,225.27188,358.28155,282.64058,2.10304,0.84505,1.18337,
171.70140,297.29097,393.89843,263.97601,1.53741,0.95114,1.05138,
141.27826,502.29122,641.61110,518.83813,3.67246,3.07293,0.32542,
127.98303,282.46622,408.02293,318.96463,2.49224,1.47932,0.67599,
148.92739,820.08368,918.02730,777.87036,5.22315,4.86443,0.20557,
209.58041,517.57010,718.72435,548.46741,2.61698,1.95871,0.51054,
115.01182,217.54038,273.07344,187.54732,1.63068,0.99078,1.00930,
179.13689,408.04286,600.32370,462.74943,2.58322,1.78181,0.56123,
115.73403,241.64302,320.54798,235.21417,2.03237,1.27263,0.78577,
120.42392,295.13011,425.67607,338.51543,2.81103,1.80030,0.55546,
287.24801,572.76023,660.34028,401.86460,1.39902,1.18972,0.84053,
176.86336,537.94615,645.04661,484.40897,2.73889,2.40729,0.41540,
220.37557,403.66025,512.97043,324.29776,1.47157,1.27067,0.78698,
